Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,283.0,934,532,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,48.0,282.0,1354,744,Online
Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Women's Athletic Footwear,36.0,281.0,1012,374,Outlet
Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Men's Apparel,44.0,281.0,1236,445,Outlet
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,34.0,281.0,955,373,Outlet
West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,42.0,281.0,1180,531,Outlet
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,46.0,281.0,1293,608,Outlet
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,30.0,281.0,843,447,Outlet
Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,59.0,280.0,1652,661,Online
Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Men's Apparel,47.0,280.0,1316,461,Outlet
Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,47.0,280.0,1316,474,Outlet
West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,39.0,280.0,1092,197,Outlet
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,40.0,280.0,1120,459,Outlet
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,42.0,280.0,1176,647,Outlet
Sports Direct,1197831,2021-09-05,South,Alabama,Birmingham,Women's Apparel,36.0,280.0,1008,645,Outlet
Sports Direct,1197831,2021-09-11,South,Alabama,Birmingham,Women's Apparel,47.0,280.0,1316,921,Outlet
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,58.0,280.0,1624,585,Outlet
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,43.0,279.0,1200,396,Outlet
Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,48.0,279.0,1339,496,Outlet
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,46.0,278.0,1279,614,Online
Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,56.0,278.0,1557,950,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Apparel,58.0,278.0,1612,984,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Street Footwear,50.0,278.0,1390,792,Online
Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Men's Apparel,46.0,278.0,1279,435,Outlet
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,47.0,278.0,1307,287,Outlet
Sports Direct,1197831,2021-09-14,South,Alabama,Birmingham,Women's Street Footwear,36.0,278.0,1001,530,Outlet
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Street Footwear,34.0,278.0,945,397,Outlet
West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,56.0,277.0,1551,698,Online
Foot Locker,1185732,2020-01-21,Northeast,New York,New York,Women's Street Footwear,36.0,276.0,994,467,Online
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,37.0,276.0,1021,643,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,28.0,276.0,773,417,Online
Sports Direct,1197831,2021-08-23,South,Alabama,Birmingham,Men's Apparel,25.0,275.0,6875,2750,Outlet
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Athletic Footwear,25.0,275.0,6875,2750,In-store
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.0,275.0,8250,2888,In-store
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Street Footwear,20.0,275.0,5500,1925,In-store
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15.0,275.0,4125,1650,In-store
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Men's Apparel,25.0,275.0,6875,2406,In-store
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,25.0,275.0,6875,2750,In-store
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,275.0,5500,2200,In-store
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Apparel,30.0,275.0,8250,2888,In-store
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,275.0,5500,2200,Online
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,275.0,5500,2200,Online
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Apparel,30.0,275.0,8250,2888,Online
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,275.0,6875,2406,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,275.0,2750,1100,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,25.0,275.0,6875,2750,Online
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,275.0,4125,1650,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,15.0,275.0,4125,1444,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Street Footwear,30.0,275.0,8250,2475,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,275.0,6875,2063,Online
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,25.0,275.0,6875,2750,Online
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275.0,8250,2888,In-store
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275.0,8250,2888,In-store
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,15.0,275.0,4125,1444,In-store
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Apparel,25.0,275.0,6875,2750,In-store
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30.0,275.0,8250,3300,In-store
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30.0,275.0,8250,3300,In-store
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Women's Street Footwear,30.0,275.0,8250,3300,In-store
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Street Footwear,30.0,275.0,8250,3300,In-store
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Street Footwear,25.0,275.0,6875,2750,In-store
Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,53.0,273.0,1447,622,Online
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,56.0,273.0,1529,764,Online
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,62.0,273.0,1693,779,Online
West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,58.0,273.0,1583,428,Online
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Women's Street Footwear,46.0,273.0,1256,691,Online
Foot Locker,1185732,2020-08-06,West,Washington,Seattle,Men's Street Footwear,44.0,273.0,1201,661,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,273.0,1392,780,Online
Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,27.0,272.0,734,404,Outlet
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,31.0,272.0,843,329,Outlet
West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,36.0,272.0,979,382,Outlet
Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,37.0,272.0,1006,292,Outlet
Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,40.0,272.0,1088,500,Outlet
Sports Direct,1197831,2021-09-21,South,Texas,Dallas,Women's Apparel,47.0,272.0,1278,729,Outlet
Sports Direct,1197831,2021-04-15,South,Tennessee,Knoxville,Men's Street Footwear,29.0,272.0,789,394,Outlet
Sports Direct,1197831,2021-04-20,South,Tennessee,Knoxville,Women's Apparel,38.0,272.0,1034,641,Outlet
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Street Footwear,50.0,272.0,1360,435,Outlet
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,272.0,1632,441,Outlet
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,30.0,272.0,816,416,Outlet
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,60.0,272.0,1632,604,Outlet
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,67.0,272.0,1822,729,Outlet
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,46.0,272.0,1251,576,Outlet
West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,33.0,271.0,894,376,Outlet
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,40.0,271.0,1084,412,Outlet
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,40.0,271.0,1084,325,Outlet
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,31.0,271.0,840,496,Outlet
Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,44.0,271.0,1192,608,Outlet
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,40.0,271.0,1084,466,Outlet
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,39.0,271.0,1057,444,Outlet
Foot Locker,1185732,2020-03-05,Northeast,New York,New York,Men's Athletic Footwear,54.0,270.0,1458,598,Online
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,54.0,270.0,1458,656,Online
Walmart,1185732,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,50.0,270.0,1350,594,Online
Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,44.0,270.0,1188,653,Online
Sports Direct,1185732,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,56.0,270.0,1512,907,Online
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Street Footwear,86.0,270.0,2322,1231,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58.0,270.0,1566,767,Online
Foot Locker,1185732,2020-03-13,Northeast,New York,New York,Women's Athletic Footwear,35.0,270.0,945,350,Outlet
Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,41.0,270.0,1107,410,Outlet
Sports Direct,1197831,2020-07-19,Northeast,New York,New York,Men's Street Footwear,20.0,270.0,540,211,Outlet
Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,26.0,270.0,702,260,Outlet
Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,39.0,270.0,1053,569,Outlet
Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,34.0,270.0,918,349,Outlet
West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,44.0,270.0,1188,523,Outlet
Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,47.0,268.0,1260,592,Online
Walmart,1197831,2020-08-12,South,Texas,Houston,Men's Street Footwear,29.0,268.0,777,373,Online
Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,37.0,268.0,992,486,Online
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,56.0,268.0,1501,420,Online
Foot Locker,1185732,2020-08-18,Southeast,Florida,Miami,Men's Street Footwear,41.0,268.0,1099,659,Online
Sports Direct,1197831,2021-09-14,South,Alabama,Birmingham,Women's Street Footwear,51.0,268.0,1367,820,Online
Foot Locker,1185732,2020-03-11,Northeast,New York,New York,Men's Athletic Footwear,53.0,267.0,1415,594,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,265.0,875,507,Online
Walmart,1197831,2020-08-20,South,Texas,Houston,Women's Street Footwear,27.0,264.0,713,285,Outlet
Walmart,1197831,2020-09-05,South,Texas,Houston,Men's Street Footwear,33.0,264.0,871,366,Outlet
West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,30.0,264.0,792,309,Outlet
West Gear,1128299,2021-01-14,West,California,San Francisco,Women's Street Footwear,46.0,264.0,1214,486,Outlet
West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,56.0,264.0,1478,281,Outlet
West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,51.0,264.0,1346,202,Outlet
Kohl's,1189833,2021-03-19,West,California,Los Angeles,Men's Street Footwear,24.0,264.0,634,279,Outlet
Kohl's,1189833,2021-04-24,West,California,Los Angeles,Women's Apparel,48.0,264.0,1267,279,Outlet
Kohl's,1189833,2021-05-02,West,California,Los Angeles,Men's Athletic Footwear,41.0,264.0,1082,336,Outlet
Kohl's,1189833,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,39.0,264.0,1030,278,Outlet
Kohl's,1189833,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,43.0,264.0,1135,341,Outlet
Kohl's,1189833,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,42.0,264.0,1109,333,Outlet
Sports Direct,1197831,2021-09-09,South,Texas,Dallas,Women's Apparel,34.0,264.0,898,467,Outlet
Sports Direct,1197831,2021-09-17,South,Texas,Dallas,Men's Athletic Footwear,34.0,264.0,898,377,Outlet
Sports Direct,1197831,2021-04-16,South,Tennessee,Knoxville,Men's Athletic Footwear,30.0,264.0,792,396,Outlet
Sports Direct,1197831,2021-05-16,South,Tennessee,Knoxville,Men's Athletic Footwear,37.0,264.0,977,479,Outlet
Sports Direct,1197831,2021-09-07,South,Alabama,Birmingham,Men's Athletic Footwear,37.0,264.0,977,537,Outlet
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Street Footwear,35.0,264.0,924,425,Outlet
Foot Locker,1197831,2021-07-06,West,Idaho,Boise,Women's Apparel,51.0,264.0,1346,794,Outlet
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Street Footwear,24.0,264.0,634,203,Outlet
Walmart,1185732,2020-05-02,Northeast,New York,New York,Women's Apparel,66.0,263.0,1736,642,Online
West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,52.0,263.0,1368,602,Online
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,53.0,263.0,1394,878,Online
Sports Direct,1197831,2021-04-17,South,Tennessee,Knoxville,Women's Street Footwear,36.0,263.0,947,568,Online
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Street Footwear,59.0,263.0,1552,869,Online
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Street Footwear,55.0,263.0,1447,926,Online
Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Men's Street Footwear,34.0,263.0,894,447,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Men's Street Footwear,27.0,263.0,710,383,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Apparel,64.0,263.0,1683,1060,Online
Sports Direct,1197831,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,30.0,263.0,789,308,Outlet
Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,26.0,263.0,684,328,Outlet
West Gear,1128299,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,49.0,263.0,1289,309,Outlet
West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,59.0,263.0,1552,884,Outlet
West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,39.0,263.0,1026,359,Outlet
Sports Direct,1197831,2021-08-30,South,Alabama,Birmingham,Women's Apparel,36.0,263.0,947,625,Outlet
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Athletic Footwear,74.0,263.0,1946,545,Outlet
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Athletic Footwear,35.0,263.0,921,377,Outlet
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,31.0,263.0,815,359,Outlet
Foot Locker,1185732,2020-01-08,Northeast,New York,New York,Men's Athletic Footwear,46.0,261.0,1201,528,Online
Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Women's Street Footwear,46.0,261.0,1201,564,Online
Foot Locker,1185732,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,47.0,261.0,1227,552,Online
Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,60.0,261.0,1566,673,Online
Walmart,1197831,2020-10-31,South,Texas,Houston,Women's Apparel,53.0,261.0,1383,858,Online
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,83.0,261.0,2166,953,Online
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Street Footwear,50.0,261.0,1305,783,Online
Foot Locker,1185732,2020-01-02,Northeast,New York,New York,Men's Athletic Footwear,47.0,260.0,1222,513,Online
Foot Locker,1185732,2020-01-06,Northeast,New York,New York,Women's Apparel,46.0,260.0,1196,443,Online
Foot Locker,1185732,2020-01-26,Northeast,New York,New York,Men's Athletic Footwear,48.0,259.0,1243,535,Online
Foot Locker,1185732,2020-02-07,Northeast,New York,New York,Men's Athletic Footwear,50.0,259.0,1295,518,Online
Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,38.0,259.0,984,453,Online
Walmart,1197831,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,41.0,259.0,1062,478,Online
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,66.0,259.0,1709,513,Online
West Gear,1185732,2020-09-10,Southeast,Florida,Miami,Women's Apparel,63.0,259.0,1632,1061,Online
Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,52.0,258.0,1342,644,Online
Foot Locker,1185732,2020-03-18,Northeast,New York,New York,Women's Street Footwear,45.0,257.0,1157,532,Online
Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,42.0,256.0,1075,624,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Street Footwear,39.0,256.0,998,579,Online
West Gear,1128299,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,50.0,256.0,1280,384,Outlet
West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,56.0,256.0,1434,215,Outlet
West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,44.0,256.0,1126,372,Outlet
West Gear,1128299,2021-02-16,West,California,San Francisco,Women's Apparel,50.0,256.0,1280,218,Outlet
Kohl's,1189833,2021-05-13,West,California,Los Angeles,Men's Street Footwear,36.0,256.0,922,433,Outlet
Sports Direct,1197831,2021-09-10,South,Texas,Dallas,Men's Street Footwear,30.0,256.0,768,284,Outlet
Sports Direct,1197831,2021-09-16,South,Texas,Dallas,Men's Street Footwear,34.0,256.0,870,366,Outlet
Sports Direct,1197831,2021-09-23,South,Texas,Dallas,Men's Athletic Footwear,43.0,256.0,1101,506,Outlet
Sports Direct,1197831,2021-10-21,South,Texas,Dallas,Women's Apparel,54.0,256.0,1382,829,Outlet
Sports Direct,1197831,2021-04-09,South,Tennessee,Knoxville,Men's Street Footwear,28.0,256.0,717,337,Outlet
Sports Direct,1197831,2021-09-06,South,Alabama,Birmingham,Men's Street Footwear,31.0,256.0,794,421,Outlet
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,55.0,256.0,1408,436,Outlet
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Street Footwear,26.0,256.0,666,366,Outlet
